evt LepGood1_charge LepGood2_charge LepGood1_convVeto LepGood2_convVeto LepGood1_lostHits LepGood2_lostHits LepGood1_mvaTTH LepGood2_mvaTTH LepGood1_pdgId LepGood2_pdgId LepGood1_pt LepGood2_pt LepGood1_tightCharge LepGood2_tightCharge met_pt mhtJet25 minMllAFAS nBJetLoose25 nBJetMedium25 nJet25 nLepGood10
186731 -1 -1 1 1 0 0 0.949142158031 0.404213398695 11 11 25.809129715 25.4282722473 2 2 45.3495826721 71.4715805054 69.3176269531 3 1 7 2
5084 -1 -1 1 0 0 0 0.955048620701 -0.416104048491 11 11 67.5532302856 42.5877876282 2 2 59.5770797729 31.390750885 209.1146698 1 0 4 2
53308 1 1 1 1 0 0 0.966993927956 0.169283047318 -11 -11 88.0906066895 69.2316970825 2 2 94.1492004395 113.884819031 128.29675293 1 1 5 2
53312 -1 -1 1 1 0 0 0.886552333832 0.970332324505 11 11 53.4270935059 49.4596557617 2 2 60.0272941589 90.4085388184 18.018404007 2 1 4 4
55734 -1 -1 1 1 0 0 0.96053647995 0.932065844536 11 11 54.8162956238 36.3821258545 2 2 16.9990577698 71.9942321777 78.0365447998 3 1 5 2
66068 1 1 1 1 0 0 -0.973376214504 0.8044064641 -11 -11 63.0446434021 30.5788574219 2 2 81.4277801514 60.3772315979 76.5933227539 3 2 6 2
107360 1 1 1 0 0 0 0.299967110157 -0.861246824265 -11 -11 78.9416427612 36.832901001 2 2 62.8681373596 130.432128906 7.26122093201 2 2 6 2
108222 1 1 1 1 0 0 0.743038415909 0.934376120567 -11 -11 82.411895752 62.7588768005 2 2 159.383224487 140.846405029 151.157592773 3 3 3 2
64422 1 1 1 1 0 0 0.0863139182329 0.591846704483 -11 -11 57.6304397583 48.6213340759 2 2 304.605987549 368.201202393 43.3378639221 1 1 3 3
64466 1 1 0 1 1 0 0.58999735117 0.945381879807 -11 -11 144.749755859 52.449054718 1 2 13.4032487869 33.5640602112 175.893310547 3 1 4 2
109301 -1 -1 1 0 0 0 0.944870889187 -0.937412619591 11 11 50.6303405762 24.6023521423 2 1 78.190612793 54.5860595703 69.9536972046 4 4 4 2
82785 -1 -1 1 1 0 0 0.963428735733 0.970797777176 11 11 114.289382935 34.2158203125 2 2 267.669342041 154.615707397 87.6384735107 3 2 5 2
117408 -1 -1 1 1 0 0 0.665895700455 0.791204750538 11 11 32.8248214722 28.4654045105 2 2 97.5420074463 139.492996216 77.9771957397 1 1 3 2
127544 1 1 1 1 0 0 0.80111604929 0.701371192932 -11 -11 70.2349700928 42.7132606506 2 2 34.7444915771 66.0361404419 106.388694763 3 3 7 2
127546 1 1 1 1 0 0 0.925411105156 -0.934101819992 -11 -11 76.6294326782 65.4638137817 2 2 79.9057617188 154.513092041 41.2714538574 2 1 4 3
142938 -1 -1 1 1 0 0 0.955339848995 0.969082772732 11 11 146.863571167 68.6487350464 2 2 192.00088501 178.474822998 64.4405441284 2 1 3 3
171277 1 1 1 1 0 0 0.915202081203 0.857869148254 -11 -11 61.0862426758 24.581823349 2 2 115.651420593 79.0252685547 19.215631485 1 1 2 3
171297 1 1 0 1 1 0 -0.702456831932 0.641977608204 -11 -11 105.404205322 25.7330951691 1 2 144.149475098 185.27520752 10.9989891052 4 3 5 2
16723 -1 -1 1 1 0 0 0.677455246449 0.0629124864936 11 11 40.3222122192 21.2552242279 2 2 128.113998413 88.5421981812 36.6870002747 3 2 5 2
74906 -1 -1 1 1 0 0 0.228349238634 0.758449018002 11 11 560.727661133 31.1301937103 0 2 134.145187378 117.839744568 915.703186035 3 2 7 2
128924 -1 -1 1 1 0 0 0.948252260685 -0.262875497341 11 11 61.5682144165 24.1281852722 2 1 126.974502563 157.988967896 82.1279067993 5 1 7 2
181707 1 1 1 1 0 0 0.499494373798 0.950120568275 -11 -11 67.845664978 60.2491149902 0 2 30.7597293854 22.4084510803 84.6469650269 0 0 4 2
111123 -1 -1 1 1 0 0 0.501918494701 0.913155317307 11 11 44.6882896423 21.5800971985 2 2 27.4966812134 95.9482803345 61.4247245789 2 1 6 2
111844 -1 -1 1 1 0 0 0.913894712925 0.815839111805 11 11 126.63709259 48.845123291 0 2 240.726516724 191.142623901 142.7368927 4 1 10 2
111872 1 1 1 1 0 0 -0.924028873444 0.900684177876 -11 -11 51.7182388306 20.3183441162 2 2 101.900550842 93.8729324341 50.8447952271 2 1 5 2
135051 1 1 1 1 0 0 0.681095719337 0.981305778027 -11 -11 89.2546005249 88.4222793579 2 2 43.8335266113 97.4653244019 51.7768630981 2 2 3 3
128674 1 1 1 1 0 0 -0.536335647106 0.676913619041 -11 -11 204.094741821 138.60736084 2 2 260.986999512 311.531219482 32.977268219 3 2 6 3
129045 -1 -1 0 1 0 0 0.950512111187 0.826174259186 11 11 176.16192627 111.273231506 0 0 27.7237663269 47.6588973999 49.831817627 2 1 7 2
138559 -1 -1 1 1 0 0 0.915852606297 -0.555942475796 11 11 33.6458816528 20.1301174164 2 2 48.0561103821 36.6390533447 40.4705543518 5 2 5 2
149638 1 1 1 1 0 0 -0.868259906769 0.918434679508 -11 -11 43.61095047 27.8094520569 0 2 26.0322856903 35.8388824463 48.2500419617 4 3 5 2
139308 1 1 1 1 0 0 0.96837413311 0.568214356899 -11 -11 51.8120803833 28.4296741486 2 2 7.09019756317 42.290435791 101.148658752 4 2 7 2
175824 -1 -1 1 1 0 0 0.502173900604 0.348370403051 11 11 59.2918167114 21.2509098053 2 2 85.0031890869 109.229850769 19.8770465851 3 0 5 2
25622 1 1 1 1 0 0 0.966984570026 0.58375287056 -11 -11 126.049972534 65.5914840698 2 2 62.2263908386 91.0847244263 149.128601074 0 0 4 2
14572 -1 -1 0 1 0 0 0.762455701828 0.924583852291 11 11 112.58997345 53.3954734802 1 2 54.3294944763 32.4144630432 71.7102355957 2 1 3 3
29955 1 1 1 1 0 0 0.932108640671 0.915710031986 -11 -11 37.4003067017 22.2614994049 2 2 31.1449584961 32.3768730164 57.2105560303 1 1 7 2
29956 -1 -1 1 1 0 0 0.00490966718644 -0.352661430836 11 11 131.928527832 35.791103363 2 2 49.6481208801 164.965301514 147.059371948 3 1 10 2
20996 1 1 1 1 0 0 0.932713627815 0.970140993595 -11 -11 103.987922668 97.0708694458 2 2 150.141235352 141.556304932 216.282546997 4 3 6 2
34758 -1 -1 1 1 0 0 -0.904442369938 0.898896872997 11 11 350.87487793 75.1277618408 2 2 108.266868591 142.125152588 83.6590881348 2 2 5 3
100466 -1 -1 1 1 0 0 0.930239975452 -0.133896782994 11 11 71.8136901855 34.6957855225 2 2 58.2125854492 80.5631027222 93.3280487061 3 1 6 2
155944 -1 -1 1 1 0 0 0.731558561325 0.837527692318 11 11 116.290893555 83.7520446777 0 2 76.6214523315 10.9912786484 191.915725708 3 1 5 2
155952 1 1 0 1 0 0 -0.748779833317 0.903530180454 -11 -11 39.1885528564 21.5342292786 0 2 71.9900283813 102.791572571 42.2625961304 3 1 7 2
149773 -1 -1 1 1 0 0 0.937299370766 0.896910190582 11 11 32.6634407043 23.9772624969 2 2 67.5498657227 12.0297985077 43.8330001831 0 0 3 2
197977 -1 -1 1 1 0 0 0.94109994173 0.9637991786 11 11 267.664154053 28.8464260101 2 2 197.051803589 188.030654907 152.824371338 2 2 5 2
198780 1 1 1 0 0 0 0.957840681076 0.588267743587 -11 -11 88.3268432617 85.0813827515 2 2 37.0251159668 20.7553653717 33.3648490906 1 1 4 3
30625 -1 -1 1 1 0 0 0.509630203247 0.971328020096 11 11 129.355560303 110.265586853 2 2 68.344909668 144.764419556 201.81288147 2 2 5 2
56515 1 1 1 1 0 0 -0.959997653961 0.846216082573 -11 -11 144.375656128 31.420583725 2 2 54.0769004822 82.3395080566 124.308547974 2 2 4 2
56556 -1 -1 1 1 0 0 0.865641176701 0.962064445019 11 11 92.401763916 47.8946762085 2 2 59.9712409973 68.1307830811 160.458679199 3 0 6 2
78201 1 1 1 1 0 0 -0.960190415382 0.933305740356 -11 -11 95.737739563 58.2734107971 0 0 60.1591491699 23.8158588409 103.077461243 3 3 5 2
99486 -1 -1 1 1 0 0 0.950912892818 -0.958724319935 11 11 157.446228027 76.3308486938 2 0 54.0150260925 48.5357894897 293.180633545 3 1 5 2
178228 1 1 1 1 0 0 0.909760534763 0.884751915932 -11 -11 51.1162071228 43.573135376 2 2 86.6262741089 229.213470459 88.7467498779 4 2 7 2
141672 -1 -1 1 1 0 0 0.391077697277 0.0105801224709 11 11 136.463500977 23.9775905609 2 2 56.4008255005 388.057037354 114.140983582 2 1 5 2
150747 -1 -1 1 1 0 0 0.952017664909 0.44822666049 11 11 29.8683052063 23.8987026215 2 2 180.784515381 222.652862549 17.5745315552 1 1 6 3
163464 -1 -1 1 1 0 0 0.960738778114 0.930239975452 11 11 58.9137077332 52.1175613403 2 2 152.721694946 157.916320801 38.9264984131 3 0 9 3
163478 1 1 1 1 0 0 -0.988878130913 0.872461616993 -11 -11 85.8820877075 29.0605430603 2 2 30.459651947 41.1757316589 55.2876777649 3 2 5 3
173655 -1 -1 1 1 0 0 0.968165040016 -0.947593688965 11 11 75.9611663818 60.4879341125 2 0 110.888977051 87.3887786865 135.193557739 2 1 5 2
175511 1 1 1 1 0 0 0.706754744053 0.733701825142 -11 -11 44.296875 35.4378967285 2 2 57.2961463928 78.6075363159 78.4895935059 2 0 6 2
172844 1 1 1 1 1 0 0.702024579048 -0.82967376709 -11 -11 96.6771697998 40.7332420349 2 2 156.667312622 220.182434082 76.3448486328 2 2 6 2
51989 -1 -1 1 1 0 0 0.934589326382 0.820638597012 11 11 38.5136413574 32.2515907288 2 0 37.379196167 143.506454468 72.6072387695 1 0 4 2
51991 1 1 1 1 0 0 0.942749977112 0.132586911321 -11 -11 84.8829040527 36.5477676392 2 2 74.3051681519 70.2679138184 37.8536567688 1 1 6 2
15034 1 1 1 1 0 0 0.964719116688 0.854164004326 -11 -11 77.5398025513 32.9374847412 2 2 114.636909485 53.9203414917 82.9859237671 1 1 4 2
30280 -1 -1 1 1 0 0 0.94576883316 0.264740288258 11 11 100.243095398 21.2299175262 2 2 25.6823959351 52.7265625 108.265113831 1 1 5 2
33859 1 1 1 1 0 0 0.858649432659 -0.739847123623 -11 -11 54.7622032166 21.8666687012 2 2 123.071136475 102.848999023 62.7478065491 3 2 5 2
31550 1 1 1 1 0 0 -0.839405953884 0.832363903522 -11 -11 174.070388794 67.3254776001 2 0 125.88923645 90.493019104 171.825119019 2 2 4 2
87354 -1 -1 1 1 0 0 0.970463037491 0.178224682808 11 11 132.587631226 30.9943084717 2 2 85.7524871826 167.027786255 117.336349487 2 1 4 2
58682 1 1 0 1 0 0 0.916072130203 -0.976846933365 -11 -11 75.0838775635 41.3821716309 2 2 60.7970275879 112.378593445 72.3549499512 2 1 3 3
68324 1 1 1 1 0 0 0.97432911396 0.953972637653 -11 -11 46.1666793823 33.2696647644 2 2 133.046691895 106.121925354 62.2125740051 2 2 7 2
117918 -1 -1 1 1 0 0 0.920872449875 0.528857409954 11 11 108.80153656 44.8990097046 2 2 187.532211304 165.804458618 138.363006592 2 2 5 2
164057 -1 -1 1 1 0 0 0.799224257469 0.944067597389 11 11 44.5529556274 28.5783996582 2 2 94.3361282349 136.060272217 88.3792037964 2 2 8 2
164087 1 1 1 1 0 0 0.926168859005 -0.977940142155 -11 -11 27.3428230286 22.6998672485 2 2 37.6481933594 10.9056310654 24.8886013031 2 2 4 2
107514 -1 -1 1 1 0 0 0.786247968674 0.957166433334 11 11 33.1344642639 29.3482398987 2 2 140.14201355 104.058166504 17.23072052 3 3 6 3
107532 -1 -1 1 1 0 0 0.926371455193 0.962075054646 11 11 304.777618408 45.0069465637 2 2 65.6660690308 295.517578125 243.983016968 2 1 4 2
93234 1 1 1 1 0 0 0.94432258606 -0.411748766899 -11 -11 37.1105957031 35.9271736145 2 2 94.4959259033 94.6967849731 57.0270805359 1 0 4 2
107014 1 1 1 1 0 0 0.65070605278 0.909411609173 -11 -11 30.3443241119 27.4803466797 2 2 66.4748306274 35.4183349609 10.8692016602 2 1 4 3
80764 1 1 1 1 0 0 0.725564837456 0.547448158264 -11 -11 22.7210884094 20.1763496399 2 2 68.7325515747 87.4005737305 54.146774292 3 2 6 2
70635 -1 -1 1 1 0 0 0.287260174751 0.960479736328 11 11 59.9647636414 42.873966217 2 2 15.9708137512 18.3248195648 21.8011264801 2 2 2 4
76025 1 1 1 1 0 0 0.841156065464 -0.540906250477 -11 -11 75.5044174194 26.1666431427 0 2 76.7384643555 81.2673568726 91.9782714844 2 1 4 2
76346 -1 -1 1 1 0 0 0.899625062943 -0.97709441185 11 11 64.2340011597 57.1253738403 2 2 61.9883117676 26.1634235382 127.680900574 1 0 2 2
102335 1 1 1 1 0 0 -0.514558017254 0.943825721741 -11 -11 58.5571136475 47.1823387146 2 2 89.2050933838 91.8019332886 116.138496399 4 1 6 2
102396 1 1 1 1 0 0 0.57367503643 -0.587843596935 -11 -11 82.5893325806 35.3426589966 2 2 219.814575195 82.3145217896 17.5858020782 2 2 6 3
84387 -1 -1 1 1 0 0 0.447955876589 -0.87023961544 11 11 37.2471504211 27.729473114 2 2 57.3269729614 108.674087524 35.9542541504 2 0 6 3
84411 -1 -1 1 1 0 0 0.966241359711 -0.88058000803 11 11 109.125228882 40.4699249268 2 2 64.9336166382 37.2251739502 145.92225647 3 1 8 2
84456 1 1 1 1 0 0 0.957572877407 0.965103328228 -11 -11 182.393753052 70.4950485229 2 2 48.1790275574 36.59582901 227.567977905 1 1 2 2
85379 1 1 1 1 0 0 0.947881579399 0.959978044033 -11 -11 162.430526733 132.422180176 2 2 103.417320251 116.234573364 63.5927581787 2 2 2 3
86052 1 1 1 1 0 0 0.942997932434 0.133433103561 -11 -11 42.4842376709 23.4591770172 2 2 25.6810779572 91.7005844116 62.3518104553 2 1 6 2
121239 1 1 1 1 0 0 0.848167061806 0.513717591763 -11 -11 156.882965088 87.8136978149 2 2 77.6201934814 116.854202271 264.722106934 1 1 5 2
121852 -1 -1 1 1 0 0 0.557190656662 0.940582334995 11 11 49.7434959412 36.4649238586 2 2 34.3358688354 105.333129883 24.3796920776 3 1 3 3
132473 1 1 1 1 0 0 0.955168128014 -0.330987334251 -11 -11 104.100204468 24.15391922 1 2 3.38380217552 5.4145860672 21.3700733185 2 1 5 2
150199 -1 -1 1 1 0 0 0.957691848278 0.758178293705 11 11 78.2712936401 20.3823413849 2 2 73.7745056152 133.737686157 53.5899772644 2 1 4 2
145195 -1 -1 1 1 0 0 0.935487926006 0.546790421009 11 11 69.9400177002 26.4946670532 2 2 87.0923156738 67.2367782593 71.0693740845 3 0 5 2
168725 -1 -1 1 1 0 0 0.95570486784 0.751572906971 11 11 88.3897323608 27.8123493195 2 2 161.860931396 169.897674561 57.2105178833 4 1 7 2
